FILE	SENTENCE_ID	TYPE	TEXT	DEPRELS
EDTtreex/Traintreex/aja_luup200106_osa_1_ud28.enhanced.treex.conllu	aja_luup200106_116/et	O	Need on kodanikud , kelle jõukuse tase on pool või veelgi vähem kui sissetuleku ning ealise kategooria järgi eeldada võiks .	nsubj:cop cop root punct nmod nmod nsubj:cop cop acl:relcl cc advmod conj mark obl cc amod conj case advcl aux punct
				
EDTtreex/Traintreex/aja_luup200106_osa_1_ud28.enhanced.treex.conllu	aja_luup200106_140/et	O	Pangamiljonär on valdavalt abielus ning rohkem kui kolmel neljandikul sirgub peres vähemalt kaks last .	nsubj:cop cop advmod root cc advcl fixed compound obl conj obl advmod nummod nsubj punct
				
EDTtreex/Traintreex/aja_luup200106_osa_1_ud28.enhanced.treex.conllu	aja_luup200106_143/et	O	Samal ajal on üle kuuekümneaastaseid pangamiljonäre meil kaks korda rohkem kui alla neljakümneaastaseid .	det obl cop advmod amod nsubj:cop obl nummod obl root fixed advmod advcl punct
				
EDTtreex/Traintreex/aja_luup200106_osa_1_ud28.enhanced.treex.conllu	aja_luup200106_289/et	O	Eestlane pole sugugi vaene kui kirikurott , ligikaudu 50 000-l meie seast on kinnisvara enam kui miljoni jagu .	nsubj:cop cop advmod root mark advcl punct advmod obl goeswith nmod case cop nsubj:cop conj fixed nummod advcl punct
				
EDTtreex/Traintreex/aja_ee199920_osa3_ud28.enhanced.treex.conllu	aja_ee199920_996/et	O	Ise alles tee esimesel poolel , vaevu kolmekümnekolmene , oli ta jõudnud neid sooritada juba tuhandeid , rohkem kui enamik professionaale poole pikema eluea vältel .	nsubj:cop advmod nmod amod advcl punct advmod conj punct aux nsubj root obj xcomp advmod obl punct conj mark nmod advcl obl amod obl case punct
				
EDTtreex/Traintreex/aja_luup200202_osa_3_ud28.enhanced.treex.conllu	aja_luup200202_847/et	O	Reformide edukust Ungaris ja Sloveenias , aga ka Eestis , Lätis ja Leedus näitab see , et neis riikides on vähem kui kümnendik ettevõtteid püüdnud endale riigiametnikelt pististe abil konkurentidega võrreldes soodsamaid tingimusi välja kaubelda .	nmod obj nmod cc conj punct cc advmod conj punct conj cc conj root nsubj punct mark det obl aux nsubj fixed nummod advcl conj obl obl obl case obl advcl amod obj compound:prt xcomp punct
				
EWTBtreex/Testtreex/ewtb2_079135.ud28.enhanced.ref.treex.conllu	ewtb2_079135_1/et	O	J - - > M on pretendente ilselgelt rohkem kui Makuuchis vakantsi tekib .	obl punct punct punct flat cop nsubj:cop advmod root mark obl nsubj advcl punct
				
EWTBtreex/Traintreex/sfoorum1.enhanced.treex.conllu	sfoorum_167/et	O	Samas kui peab valima siis ma valin Saku , sest sakul on lihtsalt mõned head õlled rohkem kui A.Le Coq'il .	advmod mark aux advcl advmod nsubj root obj punct mark obl cop advmod det amod nsubj:cop advcl mark advcl flat punct
				
EWTBtreex/Traintreex/tfoorum1_ud28.enhanced.ref.treex.conllu	tfoorum_236/et	O	Eksootikat võiks tõesti rohkem kui tavaliselt olla , aga see on juba korraldajate ja autofirmade otsustada . TB .	nsubj:cop aux advmod root mark advcl cop punct cc nsubj aux advmod obl cc conj conj punct parataxis punct
				
EWTBtreex/Traintreex/ewtb1_100006.ud28.enhanced.ref.treex.conllu	ewtb1_100006_30/et	O	Tee pilte enne oma koduõuest , kus on prahti ja laga rohkem kui mujal ja siis alles mine mujale pildistama .	root obj advmod nmod obl punct mark cop nsubj:cop cc conj acl mark advcl cc advmod advmod conj advmod xcomp punct
				
